instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered,cnt
7942,12/2/11,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,188,207
7943,12/2/11,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,145,170
7944,12/2/11,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,175,199
7945,12/2/11,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,254,276
7946,12/2/11,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0,391,411
7947,12/2/11,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0,362,372
7948,12/2/11,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,252,265
7949,12/2/11,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,178,190
7950,12/2/11,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,102,111
7951,12/2/11,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,95,102
7952,12/2/11,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,81,95
7953,12/3/11,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,65,75
7954,12/3/11,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,62,71
7955,12/3/11,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,41,50
7956,12/3/11,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,5,9
7957,12/3/11,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,7,8
7958,12/3/11,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,6,6
7959,12/3/11,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,10,11
7960,12/3/11,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,24,26
7961,12/3/11,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,62,63
7962,12/3/11,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,99,124
7963,12/3/11,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,173,195
7964,12/3/11,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,227,275
7965,12/3/11,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0,280,358
7966,12/3/11,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,222,292
7967,12/3/11,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0,251,343
7968,12/3/11,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0,237,337
7969,12/3/11,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0,230,305
7970,12/3/11,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0,186,232
7971,12/3/11,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,193,224
7972,12/3/11,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,144,175
7973,12/3/11,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,110,127
7974,12/3/11,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,104,109
7975,12/3/11,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,97,114
7976,12/3/11,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,73,85
7977,12/4/11,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,64,83
7978,12/4/11,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,54,74
7979,12/4/11,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0,51,62
7980,12/4/11,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0,34,41
7981,12/4/11,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0,9,11
7982,12/4/11,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0,2,4
7983,12/4/11,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0,3,4
7984,12/4/11,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0,23,26
7985,12/4/11,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0,48,55
7986,12/4/11,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0,114,126
7987,12/4/11,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,180,216
7988,12/4/11,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,206,254
7989,12/4/11,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,247,329
7990,12/4/11,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,269,357
7991,12/4/11,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,246,323
7992,12/4/11,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,227,296
7993,12/4/11,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,266,330
7994,12/4/11,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,207,245
7995,12/4/11,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0,161,171
7996,12/4/11,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0,158,173
7997,12/4/11,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,116,124
7998,12/4/11,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,65,72
7999,12/4/11,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,59,64
8000,12/4/11,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,42,45
8001,12/5/11,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,21,24
8002,12/5/11,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0,10,12
8003,12/5/11,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0,8,8
8004,12/5/11,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0,2,2
8005,12/5/11,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,7,7
8006,12/5/11,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,24,25
8007,12/5/11,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,89,90
8008,12/5/11,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0,274,283
8009,12/5/11,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0,392,404
8010,12/5/11,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,178,190
8011,12/5/11,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,78,87
8012,12/5/11,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,106,123
8013,12/5/11,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,125,154
8014,12/5/11,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,153,171
8015,12/5/11,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0,126,133
8016,12/5/11,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,132,148
8017,12/5/11,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,238,248
8018,12/5/11,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0,430,446
8019,12/5/11,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0,386,399
8020,12/5/11,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0,295,308
8021,12/5/11,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,190,205
8022,12/5/11,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,166,176
8023,12/5/11,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,94,106
8024,12/5/11,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,54,62
8025,12/6/11,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,25,28
8026,12/6/11,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,14,16
8027,12/6/11,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,3,3
8028,12/6/11,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,3,3
8029,12/6/11,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,7,7
8030,12/6/11,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,20,20
8031,12/6/11,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,81,86
8032,12/6/11,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,227,234
8033,12/6/11,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,401,414
8034,12/6/11,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,200,204
8035,12/6/11,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,44,50
8036,12/6/11,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,28,32
8037,12/6/11,4,0,12,12,0,2,1,3,0.46,0.4545,1,0.2239,50,55
8038,12/6/11,4,0,12,13,0,2,1,3,0.46,0.4545,1,0.194,65,71
8039,12/6/11,4,0,12,14,0,2,1,3,0.48,0.4697,1,0.2239,69,75
8040,12/6/11,4,0,12,15,0,2,1,3,0.5,0.4848,1,0.194,43,45
8041,12/6/11,4,0,12,16,0,2,1,3,0.46,0.4545,1,0.2537,84,88
8042,12/6/11,4,0,12,17,0,2,1,2,0.46,0.4545,1,0.2239,249,262
8043,12/6/11,4,0,12,18,0,2,1,2,0.46,0.4545,1,0.2836,287,304
8044,12/6/11,4,0,12,19,0,2,1,3,0.46,0.4545,1,0.2985,223,233
8045,12/6/11,4,0,12,20,0,2,1,3,0.46,0.4545,1,0.2985,107,110
8046,12/6/11,4,0,12,21,0,2,1,2,0.44,0.4394,1,0.194,108,114
8047,12/6/11,4,0,12,22,0,2,1,3,0.46,0.4545,1,0.1642,82,87
8048,12/6/11,4,0,12,23,0,2,1,3,0.46,0.4545,1,0.1642,48,53
8049,12/7/11,4,0,12,0,0,3,1,1,0.44,0.4394,1,0.194,30,33
8050,12/7/11,4,0,12,1,0,3,1,2,0.46,0.4545,1,0.2537,9,13
8051,12/7/11,4,0,12,2,0,3,1,3,0.46,0.4545,1,0.2239,4,6
8052,12/7/11,4,0,12,3,0,3,1,3,0.46,0.4545,1,0.2239,3,3
8053,12/7/11,4,0,12,4,0,3,1,3,0.46,0.4545,1,0.1642,1,1
8054,12/7/11,4,0,12,5,0,3,1,3,0.46,0.4545,1,0.1642,3,3
8055,12/7/11,4,0,12,6,0,3,1,3,0.48,0.4697,1,0.4179,18,18
8056,12/7/11,4,0,12,7,0,3,1,3,0.44,0.4394,1,0.1045,43,46
8057,12/7/11,4,0,12,8,0,3,1,3,0.44,0.4394,1,0,80,86
8058,12/7/11,4,0,12,9,0,3,1,3,0.44,0.4394,1,0.2537,64,64
8059,12/7/11,4,0,12,10,0,3,1,3,0.44,0.4394,1,0.0896,32,33
8060,12/7/11,4,0,12,11,0,3,1,3,0.44,0.4394,1,0.0896,47,50
8061,12/7/11,4,0,12,12,0,3,1,3,0.44,0.4394,1,0.1343,29,33
8062,12/7/11,4,0,12,13,0,3,1,3,0.44,0.4394,1,0.194,28,33
8063,12/7/11,4,0,12,14,0,3,1,3,0.44,0.4394,1,0.194,24,25
8064,12/7/11,4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,25,30
8065,12/7/11,4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,28,31
8066,12/7/11,4,0,12,17,0,3,1,3,0.4,0.4091,1,0.3284,48,52
8067,12/7/11,4,0,12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,48,51
8068,12/7/11,4,0,12,19,0,3,1,3,0.34,0.2879,0.87,0.6418,31,33
8069,12/7/11,4,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.6418,25,26
8070,12/7/11,4,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,6,6
8071,12/7/11,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,13,13
8072,12/7/11,4,0,12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,16,16
8073,12/8/11,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,21,21
8074,12/8/11,4,0,12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,6,7
8075,12/8/11,4,0,12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,4,4
8076,12/8/11,4,0,12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,1,1
8077,12/8/11,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,2,2
8078,12/8/11,4,0,12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,12,12
8079,12/8/11,4,0,12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,71,71
8080,12/8/11,4,0,12,7,0,4,1,1,0.22,0.2121,0.6,0.2239,233,244
8081,12/8/11,4,0,12,8,0,4,1,1,0.22,0.2121,0.55,0.2836,418,429
8082,12/8/11,4,0,12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,218,225
8083,12/8/11,4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,109,110
8084,12/8/11,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,100,106
8085,12/8/11,4,0,12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,148,156
8086,12/8/11,4,0,12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,115,124
8087,12/8/11,4,0,12,14,0,4,1,1,0.32,0.303,0.45,0.2537,121,137
8088,12/8/11,4,0,12,15,0,4,1,1,0.32,0.3333,0.45,0.1343,98,117
8089,12/8/11,4,0,12,16,0,4,1,1,0.32,0.3182,0.45,0.194,201,208
8090,12/8/11,4,0,12,17,0,4,1,1,0.3,0.3182,0.49,0.1045,321,331
8091,12/8/11,4,0,12,18,0,4,1,1,0.28,0.2727,0.52,0.2239,306,318
8092,12/8/11,4,0,12,19,0,4,1,1,0.26,0.2727,0.56,0.1045,220,232
8093,12/8/11,4,0,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,170,175
8094,12/8/11,4,0,12,21,0,4,1,1,0.28,0.303,0.61,0.0896,135,139
8095,12/8/11,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,84,92
8096,12/8/11,4,0,12,23,0,4,1,1,0.24,0.2576,0.7,0.1045,58,61
8097,12/9/11,4,0,12,0,0,5,1,1,0.24,0.2879,0.65,0,26,34
8098,12/9/11,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0,12,14
8099,12/9/11,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0,10,12
8100,12/9/11,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0,5,6
8101,12/9/11,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0,1,2
8102,12/9/11,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0,20,20
8103,12/9/11,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,62,63
8104,12/9/11,4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,195,199
8105,12/9/11,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0,378,385
8106,12/9/11,4,0,12,9,0,5,1,1,0.26,0.2879,0.81,0.0896,256,264
8107,12/9/11,4,0,12,10,0,5,1,2,0.3,0.303,0.7,0.1642,115,126
8108,12/9/11,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,121,136
8109,12/9/11,4,0,12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,146,173
8110,12/9/11,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194,141,168
8111,12/9/11,4,0,12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,163,187
8112,12/9/11,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,160,189
8113,12/9/11,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,226,250
8114,12/9/11,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,352,362
8115,12/9/11,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0,308,318
8116,12/9/11,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0,189,199
8117,12/9/11,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0,140,150
8118,12/9/11,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0,131,140
8119,12/9/11,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0,114,129
8120,12/9/11,4,0,12,23,0,5,1,1,0.28,0.3182,0.81,0,88,94
8121,12/10/11,4,0,12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,66,77
8122,12/10/11,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,55,66
8123,12/10/11,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,48,60
8124,12/10/11,4,0,12,3,0,6,0,2,0.28,0.303,0.61,0.0896,20,25
8125,12/10/11,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,3,3
8126,12/10/11,4,0,12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,6,6
8127,12/10/11,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,10,11
8128,12/10/11,4,0,12,7,0,6,0,1,0.24,0.2273,0.65,0.194,11,11
8129,12/10/11,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,68,73
8130,12/10/11,4,0,12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,134,149
8131,12/10/11,4,0,12,10,0,6,0,1,0.32,0.303,0.57,0.2537,161,192
8132,12/10/11,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,192,236
8133,12/10/11,4,0,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,235,283
8134,12/10/11,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,239,286
8135,12/10/11,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,242,293
8136,12/10/11,4,0,12,15,0,6,0,1,0.34,0.303,0.34,0.3582,239,299
8137,12/10/11,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,183,241
8138,12/10/11,4,0,12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,151,185
8139,12/10/11,4,0,12,18,0,6,0,1,0.26,0.2576,0.38,0.2239,144,172
8140,12/10/11,4,0,12,19,0,6,0,1,0.26,0.2424,0.38,0.2836,139,154
8141,12/10/11,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,114,124
8142,12/10/11,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,79,83
8143,12/10/11,4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,88,95
8144,12/10/11,4,0,12,23,0,6,0,1,0.2,0.2121,0.47,0.1642,61,66
8145,12/11/11,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,69,74
8146,12/11/11,4,0,12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,54,62
8147,12/11/11,4,0,12,2,0,0,0,1,0.18,0.1667,0.55,0.2537,47,52
8148,12/11/11,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,17,19
8149,12/11/11,4,0,12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,5,5
8150,12/11/11,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,6,6
8151,12/11/11,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0,10,10
8152,12/11/11,4,0,12,7,0,0,0,1,0.18,0.2424,0.55,0,30,31
8153,12/11/11,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0,68,72
8154,12/11/11,4,0,12,9,0,0,0,1,0.2,0.2576,0.59,0,88,107
8155,12/11/11,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0,164,194
8156,12/11/11,4,0,12,11,0,0,0,1,0.26,0.303,0.35,0,166,197
8157,12/11/11,4,0,12,12,0,0,0,1,0.26,0.303,0.35,0,246,288
8158,12/11/11,4,0,12,13,0,0,0,1,0.3,0.3333,0.31,0,224,268
8159,12/11/11,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0,198,242
8160,12/11/11,4,0,12,15,0,0,0,1,0.3,0.3333,0.26,0,219,266
8161,12/11/11,4,0,12,16,0,0,0,1,0.3,0.3333,0.26,0,174,206
8162,12/11/11,4,0,12,17,0,0,0,1,0.28,0.3182,0.3,0,150,163
8163,12/11/11,4,0,12,18,0,0,0,1,0.24,0.2273,0.48,0.194,151,163
8164,12/11/11,4,0,12,19,0,0,0,1,0.22,0.2273,0.55,0.194,98,105
8165,12/11/11,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,62,72
8166,12/11/11,4,0,12,21,0,0,0,1,0.22,0.2727,0.55,0,53,63
8167,12/11/11,4,0,12,22,0,0,0,1,0.22,0.2727,0.55,0,36,43
8168,12/11/11,4,0,12,23,0,0,0,1,0.2,0.2576,0.69,0,31,35
8169,12/12/11,4,0,12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,16,20
8170,12/12/11,4,0,12,1,0,1,1,1,0.2,0.2576,0.69,0,9,9
8171,12/12/11,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0,4,4
8172,12/12/11,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0,2,2
8173,12/12/11,4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0,3,3
8174,12/12/11,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0,21,21
8175,12/12/11,4,0,12,6,0,1,1,1,0.16,0.1818,0.8,0.1045,63,64
8176,12/12/11,4,0,12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,231,235
8177,12/12/11,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,378,385
8178,12/12/11,4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,208,220
8179,12/12/11,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,91,105
8180,12/12/11,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,100,115
8181,12/12/11,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,138,145
8182,12/12/11,4,0,12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,153,166
8183,12/12/11,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,95,111
8184,12/12/11,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,124,132
8185,12/12/11,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,209,214
8186,12/12/11,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0,352,359
8187,12/12/11,4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,349,357
8188,12/12/11,4,0,12,19,0,1,1,1,0.28,0.303,0.61,0.0896,232,241
8189,12/12/11,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,157,165
8190,12/12/11,4,0,12,21,0,1,1,1,0.26,0.303,0.81,0,119,121
8191,12/12/11,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0,71,71
8192,12/12/11,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0,42,45
8193,12/13/11,4,0,12,0,0,2,1,1,0.22,0.2727,0.8,0,16,17
8194,12/13/11,4,0,12,1,0,2,1,1,0.2,0.2576,0.8,0,4,4
8195,12/13/11,4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0,1,2
8196,12/13/11,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0,3,3
8197,12/13/11,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0,4,4
8198,12/13/11,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0,20,20
8199,12/13/11,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0,92,92
8200,12/13/11,4,0,12,7,0,2,1,1,0.16,0.1667,0.8,0.1642,221,223
8201,12/13/11,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,391,400
8202,12/13/11,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,223,233
8203,12/13/11,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,99,102
8204,12/13/11,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,115,124
8205,12/13/11,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,147,167
8206,12/13/11,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,120,127
8207,12/13/11,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,116,134
8208,12/13/11,4,0,12,15,0,2,1,1,0.4,0.4091,0.35,0.2537,144,151
8209,12/13/11,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,194,207
8210,12/13/11,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,381,398
8211,12/13/11,4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,370,382
8212,12/13/11,4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,262,267
8213,12/13/11,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,154,161
8214,12/13/11,4,0,12,21,0,2,1,1,0.3,0.303,0.52,0.1642,134,139
8215,12/13/11,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,102,107
8216,12/13/11,4,0,12,23,0,2,1,1,0.26,0.303,0.7,0,55,59
8217,12/14/11,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0,22,22
8218,12/14/11,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0,8,8
8219,12/14/11,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0,2,2
8220,12/14/11,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0,3,3
8221,12/14/11,4,0,12,4,0,3,1,1,0.26,0.303,0.75,0,4,4
8222,12/14/11,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0,26,26
8223,12/14/11,4,0,12,6,0,3,1,2,0.26,0.303,0.87,0,87,87
8224,12/14/11,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0,243,247
8225,12/14/11,4,0,12,8,0,3,1,2,0.26,0.303,0.87,0,458,467
8226,12/14/11,4,0,12,9,0,3,1,2,0.3,0.3333,0.61,0,230,239
8227,12/14/11,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0,133,142
8228,12/14/11,4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0,103,115
8229,12/14/11,4,0,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,138,144
8230,12/14/11,4,0,12,13,0,3,1,2,0.36,0.3636,0.57,0.1045,119,133
8231,12/14/11,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,134,151
8232,12/14/11,4,0,12,15,0,3,1,2,0.38,0.3939,0.54,0.1045,143,167
8233,12/14/11,4,0,12,16,0,3,1,2,0.38,0.3939,0.54,0.1045,233,245
8234,12/14/11,4,0,12,17,0,3,1,2,0.36,0.3636,0.57,0.1045,377,396
8235,12/14/11,4,0,12,18,0,3,1,2,0.36,0.3485,0.62,0.1642,379,390
8236,12/14/11,4,0,12,19,0,3,1,2,0.36,0.3636,0.62,0.1045,259,268
8237,12/14/11,4,0,12,20,0,3,1,2,0.34,0.3485,0.66,0.1045,169,175
8238,12/14/11,4,0,12,21,0,3,1,2,0.34,0.3333,0.66,0.1642,145,154
8239,12/14/11,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,99,104
8240,12/14/11,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,48,51
8241,12/15/11,4,0,12,0,0,4,1,1,0.32,0.3182,0.7,0.1642,45,50
8242,12/15/11,4,0,12,1,0,4,1,2,0.32,0.3182,0.7,0.1642,15,20
8243,12/15/11,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,5,7
8244,12/15/11,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343,2,3
8245,12/15/11,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,6,6
